filename	read_id	run_id	channel	start_time	duration	num_events	passes_filtering	template_start	num_events_template	template_duration	num_called_template	sequence_length_template	mean_qscore_template	strand_score_template
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_798_ch_1344_strand.fast5	f6ebd6bf-dae5-43da-85e3-4a70212124a9	f92717327e20661b488f6bebe7463e7dfa7490be	1344	1715.7195	3.47925	2742	True	0.05125	2742	3.428	2742	1965	10.746	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_6429_ch_1114_strand.fast5	0e0e2d31-5ef8-4a43-be16-0bb4d6e62e9d	f92717327e20661b488f6bebe7463e7dfa7490be	1114	1741.708	18.18275	14466	True	0.1	14466	18.08275	14466	10535	13.357	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_939_ch_2752_strand.fast5	24d76d4c-47d3-4885-a1fa-7ba09453947a	f92717327e20661b488f6bebe7463e7dfa7490be	2752	1764.31125	1.47075	1027	True	0.18625	1027	1.2845	1027	680	9.615	-0.0017
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_798_ch_1902_strand.fast5	5d3277db-5d60-4532-80c3-5eeefcca7b79	f92717327e20661b488f6bebe7463e7dfa7490be	1902	1690.72275	6.80925	5421	True	0.033	5421	6.77625	5421	3989	10.08	-0.0001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_901_ch_1953_strand.fast5	ab8a3e20-359c-427e-b2b8-197aecb6bf5f	f92717327e20661b488f6bebe7463e7dfa7490be	1953	1759.22925	8.09475	6407	True	0.085	6407	8.00975	6407	4313	9.966	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_992_ch_2851_strand.fast5	b14eee26-6375-474d-b204-86e3d1164d4c	f92717327e20661b488f6bebe7463e7dfa7490be	2851	1729.89225	12.183	9746	True	0.0	9746	12.183	9746	6717	13.211	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_976_ch_1195_strand.fast5	c011518a-6225-4f44-aa0a-3805406386dc	f92717327e20661b488f6bebe7463e7dfa7490be	1195	1745.49075	7.138	5710	False	0.0	5710	7.138	5710	63	3.297	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1236_ch_1309_strand.fast5	dd6f1739-bc18-4038-ae1f-3691053aabb7	f92717327e20661b488f6bebe7463e7dfa7490be	1309	1752.39025	2.74525	2162	True	0.0425	2162	2.70275	2162	1534	9.939	-0.0009
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_787_ch_1805_strand.fast5	f4ea0b1d-ae17-4277-8b18-b4da6fd908b3	f92717327e20661b488f6bebe7463e7dfa7490be	1805	1754.05475	3.84975	3059	True	0.026	3059	3.82375	3059	2350	10.458	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_858_ch_1053_strand.fast5	f8756642-e397-4836-b583-b51f9c31fef1	f92717327e20661b488f6bebe7463e7dfa7490be	1053	1712.2495	1.31625	1038	True	0.018	1038	1.29825	1038	823	13.007	-0.0011
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_922_ch_2342_strand.fast5	1ff4c928-0e2d-453e-8563-c527c17b00da	f92717327e20661b488f6bebe7463e7dfa7490be	2342	1744.63625	14.535	11515	True	0.14125	11515	14.39375	11515	6693	11.252	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_940_ch_2312_strand.fast5	46b87635-4967-4f48-98f1-b19eb6cec417	f92717327e20661b488f6bebe7463e7dfa7490be	2312	1753.47975	2.98825	2390	True	0.0	2390	2.98825	2390	1638	10.49	-0.0009
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1348_ch_862_strand.fast5	46e95937-cac1-4353-87dd-00124abe9d9e	f92717327e20661b488f6bebe7463e7dfa7490be	862	1749.23875	1.62525	1280	True	0.02525	1280	1.6	1280	991	10.62	-0.0019
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_968_ch_2313_strand.fast5	59395e5a-fe86-4d3d-aa4f-383154fb8baa	f92717327e20661b488f6bebe7463e7dfa7490be	2313	1729.5835	1.84075	1466	True	0.00725	1466	1.8335	1466	1056	11.36	-0.0016
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_8144_ch_2921_strand.fast5	68a3eae6-342a-40f2-8501-0c10f23f98d8	f92717327e20661b488f6bebe7463e7dfa7490be	2921	1721.8615	2.00675	1570	True	0.04325	1570	1.9635	1570	1154	11.06	-0.0012
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_690_ch_1579_strand.fast5	76a84538-8731-4b88-a8fe-def34c7aae6d	f92717327e20661b488f6bebe7463e7dfa7490be	1579	1728.5265	20.308	16229	True	0.02125	16229	20.28675	16229	10394	8.859	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1658_ch_1806_strand.fast5	9ea6ec0c-a2c8-4a82-9a28-3918a438c14b	f92717327e20661b488f6bebe7463e7dfa7490be	1806	1731.14725	4.1935	3241	True	0.1415	3241	4.052	3241	2547	10.375	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1522_ch_1445_strand.fast5	d05774be-f060-48f1-b6ac-ca01d6f7f5ae	f92717327e20661b488f6bebe7463e7dfa7490be	1445	1707.59775	6.38525	4759	True	0.4365	4759	5.94875	4759	3473	13.466	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1024_ch_487_strand.fast5	fb790c0b-a375-4cf0-91f3-e22415f4ba6e	f92717327e20661b488f6bebe7463e7dfa7490be	487	1709.20675	2.0765	1598	True	0.078	1598	1.9985	1598	1186	9.876	-0.0009
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1165_ch_2123_strand.fast5	019991c2-97fc-4d55-b475-695d5d00af86	f92717327e20661b488f6bebe7463e7dfa7490be	2123	1766.06875	1.30575	1044	True	0.0	1044	1.30575	1044	767	11.113	-0.001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1070_ch_2664_strand.fast5	16eb053b-dfdf-4ab9-82c3-66c1701c2540	f92717327e20661b488f6bebe7463e7dfa7490be	2664	1698.60425	4.99725	3966	True	0.03875	3966	4.9585	3966	3087	9.876	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1002_ch_429_strand.fast5	1d2672b3-1f29-4d65-b957-524df87a4778	f92717327e20661b488f6bebe7463e7dfa7490be	429	1727.71625	1.0175	714	True	0.1245	714	0.893	714	551	11.132	-0.0012
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1363_ch_2300_strand.fast5	3e919c72-e03e-42b2-acde-68b0d2dbf8f1	f92717327e20661b488f6bebe7463e7dfa7490be	2300	1723.94125	26.18775	20852	True	0.12175	20852	26.066	20852	14804	10.555	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_852_ch_1727_strand.fast5	4e0f2489-bd1b-4609-94f6-29020a99cd9c	f92717327e20661b488f6bebe7463e7dfa7490be	1727	1693.3695	3.21825	2564	True	0.0125	2564	3.20575	2564	1784	10.286	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_885_ch_2209_strand.fast5	5215071c-d9d3-4fd1-992f-f72a86632238	f92717327e20661b488f6bebe7463e7dfa7490be	2209	1732.079	7.26375	5757	True	0.0665	5757	7.19725	5757	4039	12.345	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_614_ch_2670_strand.fast5	626b26b8-34df-48d3-9920-631aa9b8a3ad	f92717327e20661b488f6bebe7463e7dfa7490be	2670	1735.1645	26.204	20836	False	0.1585	20836	26.0455	20836	21	4.997	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1280_ch_2521_strand.fast5	6476ca07-b8e1-481c-81ce-c49f8a667acf	f92717327e20661b488f6bebe7463e7dfa7490be	2521	1753.41675	15.81475	12651	False	0.0	12651	15.81475	12651	314	4.974	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1013_ch_1014_strand.fast5	66584f2f-f978-4a10-b0e7-f2f128551cbe	f92717327e20661b488f6bebe7463e7dfa7490be	1014	1695.266	19.444	15478	True	0.0955	15478	19.3485	15478	11221	12.217	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1002_ch_553_strand.fast5	7d6f167d-a528-449b-80de-49d87768741a	f92717327e20661b488f6bebe7463e7dfa7490be	553	1730.56275	1.25375	956	True	0.05875	956	1.195	956	564	7.39	-0.0019
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1003_ch_2018_strand.fast5	890e2f4d-a44a-4370-a523-2cd0410c55bd	f92717327e20661b488f6bebe7463e7dfa7490be	2018	1733.661	1.688	1309	True	0.05125	1309	1.63675	1309	998	9.934	-0.0014
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1350_ch_862_strand.fast5	8e3b5034-f5fc-4c7b-b5d0-3ec4c686d87c	f92717327e20661b488f6bebe7463e7dfa7490be	862	1751.362	2.60775	2053	True	0.0405	2053	2.56725	2053	1600	13.51	-0.0008
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1004_ch_2475_strand.fast5	df29c774-1659-4e73-940a-f9a777228247	f92717327e20661b488f6bebe7463e7dfa7490be	2475	1690.7425	8.03625	6429	False	0.0	6429	8.03625	6429	71	4.181	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_898_ch_910_strand.fast5	df351430-c1bf-4657-92cf-dd95aee2c33f	f92717327e20661b488f6bebe7463e7dfa7490be	910	1700.41675	25.7005	20547	True	0.016	20547	25.6845	20547	15998	11.481	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_863_ch_2078_strand.fast5	e800240c-e828-4dca-a8cc-519b5e53fb74	f92717327e20661b488f6bebe7463e7dfa7490be	2078	1760.938	3.18975	2551	True	0.0	2551	3.18975	2551	1819	9.991	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1259_ch_2065_strand.fast5	0119cde4-58da-4e1e-9bf0-cb40ac0008b5	f92717327e20661b488f6bebe7463e7dfa7490be	2065	1721.884	1.60375	1211	True	0.08975	1211	1.514	1211	904	12.735	-0.001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1018_ch_536_strand.fast5	0e703a00-1069-464c-9664-605a0cde0555	f92717327e20661b488f6bebe7463e7dfa7490be	536	1702.28225	1.55775	1004	True	0.302	1004	1.25575	1004	726	10.548	-0.0021
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_603_ch_2012_strand.fast5	251eb390-9612-45f2-ae4d-9d0dd0656b87	f92717327e20661b488f6bebe7463e7dfa7490be	2012	1696.8465	14.463	11570	True	0.0	11570	14.463	11570	8529	11.557	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1180_ch_270_strand.fast5	2dac9756-ff7d-437a-bb96-058f2220130c	f92717327e20661b488f6bebe7463e7dfa7490be	270	1758.99325	2.136	1610	True	0.123	1610	2.013	1610	1267	11.741	-0.0015
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1085_ch_1846_strand.fast5	45adf7aa-a026-49c9-bb20-cb891aeccdb3	f92717327e20661b488f6bebe7463e7dfa7490be	1846	1770.71725	2.7955	2236	True	0.0	2236	2.7955	2236	1574	10.54	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1226_ch_265_strand.fast5	6fc3ce11-a39a-4dab-bd0a-7de23d43b2f5	f92717327e20661b488f6bebe7463e7dfa7490be	265	1727.53725	1.90625	1356	True	0.21025	1356	1.696	1356	991	11.014	-0.0015
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1074_ch_1668_strand.fast5	72284b24-e109-4498-b834-e7380cb2c898	f92717327e20661b488f6bebe7463e7dfa7490be	1668	1710.06225	1.796	1436	True	0.0	1436	1.796	1436	1059	9.069	-0.0015
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1039_ch_1069_strand.fast5	7dbc187d-c451-44c1-89a6-c49bceda741e	f92717327e20661b488f6bebe7463e7dfa7490be	1069	1742.91225	5.522	4417	False	0.0	4417	5.522	4417	166	4.258	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_968_ch_1474_strand.fast5	b2b177d3-46ea-4fb9-b12f-89f0e6172ec3	f92717327e20661b488f6bebe7463e7dfa7490be	1474	1699.96625	28.568	22854	True	0.0	22854	28.568	22854	16322	13.138	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_5617_ch_760_strand.fast5	bab483b0-5ddd-4748-8f5b-3c604fd0d085	f92717327e20661b488f6bebe7463e7dfa7490be	760	1708.207	17.61	14043	True	0.05625	14043	17.55375	14043	10891	12.633	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1096_ch_1170_strand.fast5	fd172b7e-8df7-4287-9a00-1b15e99c43f5	f92717327e20661b488f6bebe7463e7dfa7490be	1170	1737.95075	2.2935	1741	True	0.11625	1741	2.17725	1741	1205	13.066	-0.0007
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1127_ch_1653_strand.fast5	0f201a00-9326-434d-a8ff-76ef885e33bd	f92717327e20661b488f6bebe7463e7dfa7490be	1653	1722.51975	1.1255	862	True	0.048	862	1.0775	862	681	12.845	-0.0024
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_856_ch_919_strand.fast5	13471357-c7b5-493a-967b-28f9d0dbe309	f92717327e20661b488f6bebe7463e7dfa7490be	919	1739.10825	2.7175	2119	True	0.06875	2119	2.64875	2119	1618	11.994	-0.0008
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1111_ch_386_strand.fast5	4470d1ee-5a04-4cd4-a310-def5361dcd32	f92717327e20661b488f6bebe7463e7dfa7490be	386	1729.69425	2.8845	2255	True	0.065	2255	2.8195	2255	1620	10.627	-0.0007
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1363_ch_2068_strand.fast5	4d8ae673-ce5a-44ef-ad7f-ba4739a16542	f92717327e20661b488f6bebe7463e7dfa7490be	2068	1725.553	23.29325	18607	True	0.034	18607	23.25925	18607	13705	13.92	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_901_ch_2519_strand.fast5	632a78de-9350-4ee7-97ef-97ec0afc2c69	f92717327e20661b488f6bebe7463e7dfa7490be	2519	1740.553	2.3665	1893	True	0.0	1893	2.3665	1893	699	7.785	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_6397_ch_1114_strand.fast5	7c593f77-5835-46ff-97e5-4b5fdead2716	f92717327e20661b488f6bebe7463e7dfa7490be	1114	1694.09725	1.63375	1230	True	0.096	1230	1.53775	1230	960	9.963	-0.0017
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1148_ch_2517_strand.fast5	83fee853-bac3-4a52-a96f-885e6ffa8acf	f92717327e20661b488f6bebe7463e7dfa7490be	2517	1715.248	3.65375	2873	True	0.062	2873	3.59175	2873	2119	12.469	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_400_ch_2175_strand.fast5	9074e939-727c-42e3-bbae-5f7a6c93cba9	f92717327e20661b488f6bebe7463e7dfa7490be	2175	1693.3815	10.71725	8543	False	0.03825	8543	10.679	8543	258	4.098	-0.0001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1316_ch_2147_strand.fast5	cdcfdd79-a365-4ab4-a9a8-f24b6d37894d	f92717327e20661b488f6bebe7463e7dfa7490be	2147	1698.7925	10.59875	8451	True	0.034	8451	10.56475	8451	6069	11.206	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1694_ch_1056_strand.fast5	0764e25c-2d44-49ef-860d-faa0d76d85c7	f92717327e20661b488f6bebe7463e7dfa7490be	1056	1735.4845	11.27125	8998	True	0.02275	8998	11.2485	8998	6067	14.304	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1406_ch_531_strand.fast5	096746f5-5554-45ea-8e6e-9ac314a00807	f92717327e20661b488f6bebe7463e7dfa7490be	531	1722.0165	10.635	8508	False	0.0	8508	10.635	8508	203	3.538	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1080_ch_1790_strand.fast5	0ddc6ef6-7495-443a-b035-1565317d0a06	f92717327e20661b488f6bebe7463e7dfa7490be	1790	1703.33275	2.4735	1834	True	0.18025	1834	2.29325	1834	1337	13.166	-0.001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_981_ch_178_strand.fast5	0f00a8d7-1d53-4e9f-9460-a67f5a01e9de	f92717327e20661b488f6bebe7463e7dfa7490be	178	1710.14775	1.07	809	True	0.05875	809	1.01125	809	597	11.709	-0.0032
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1178_ch_2335_strand.fast5	30f0ea10-c6f6-4e5c-92c5-4c195c237e43	f92717327e20661b488f6bebe7463e7dfa7490be	2335	1700.68275	1.43525	1113	True	0.044	1113	1.39125	1113	788	10.374	-0.0017
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_850_ch_767_strand.fast5	3e6df9b1-1a4a-40e9-a61f-0ba29efff924	f92717327e20661b488f6bebe7463e7dfa7490be	767	1701.20375	8.0065	6386	False	0.024	6386	7.9825	6386	72	4.307	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_16165_ch_1918_strand.fast5	47e58890-8bef-44b1-bf35-2cd728b08b1d	f92717327e20661b488f6bebe7463e7dfa7490be	1918	1689.87575	15.11025	11983	True	0.131	11983	14.97925	11983	8637	12.991	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_863_ch_2597_strand.fast5	7dce02c7-980a-4a73-b8c0-d8dd864445dd	f92717327e20661b488f6bebe7463e7dfa7490be	2597	1764.983	1.45425	1163	True	0.0	1163	1.45425	1163	751	9.939	-0.0011
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_3371_ch_1588_strand.fast5	9f3e0a27-34cf-4cd7-862e-51a69ddd8344	f92717327e20661b488f6bebe7463e7dfa7490be	1588	1734.76325	1.439	1129	True	0.0275	1129	1.4115	1129	783	9.92	-0.0015
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_975_ch_2734_strand.fast5	a2daecb7-b1a2-4426-8b06-8c70797cd710	f92717327e20661b488f6bebe7463e7dfa7490be	2734	1745.25975	1.89425	1420	True	0.11825	1420	1.776	1420	861	9.758	-0.0017
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1161_ch_538_strand.fast5	c8ce5e53-4516-4ea7-b16e-5816b4f5ae78	f92717327e20661b488f6bebe7463e7dfa7490be	538	1686.77275	22.31025	17785	True	0.0785	17785	22.23175	17785	13196	13.137	-0.0001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1132_ch_1968_strand.fast5	cd5807c2-f63c-40a1-b225-ffcf8ae50b09	f92717327e20661b488f6bebe7463e7dfa7490be	1968	1698.359	5.53725	4300	True	0.1615	4300	5.37575	4300	3137	9.128	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_959_ch_1810_strand.fast5	eecbe04b-41ba-40c5-87ee-4436e556c5b2	f92717327e20661b488f6bebe7463e7dfa7490be	1810	1736.29725	5.6245	4490	True	0.01125	4490	5.61325	4490	3435	12.028	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1038_ch_1716_strand.fast5	00caca40-76a7-44e1-b573-a3bd5d095daa	f92717327e20661b488f6bebe7463e7dfa7490be	1716	1748.17375	21.03525	16828	False	0.0	16828	21.03525	16828	335	3.958	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_742_ch_558_strand.fast5	09f673df-1355-4c7e-8baa-5c89ea87b105	f92717327e20661b488f6bebe7463e7dfa7490be	558	1770.7535	1.51925	1215	True	0.0	1215	1.51925	1215	853	10.716	-0.001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1423_ch_1782_strand.fast5	0d7f1f0d-6ee1-48f6-8380-c4a297c3b85e	f92717327e20661b488f6bebe7463e7dfa7490be	1782	1687.42575	34.78375	27815	True	0.01425	27815	34.7695	27815	20048	13.054	-0.0001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_464_ch_2008_strand.fast5	11438482-535b-4c2c-a6a0-9c11624e961f	f92717327e20661b488f6bebe7463e7dfa7490be	2008	1704.08725	27.53725	22006	True	0.02975	22006	27.5075	22006	15778	12.936	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1050_ch_2191_strand.fast5	171cf76e-4c47-45ad-9395-21debe7135f9	f92717327e20661b488f6bebe7463e7dfa7490be	2191	1691.243	3.65075	2768	True	0.1905	2768	3.46025	2768	2014	11.002	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1343_ch_2106_strand.fast5	1ecc4207-2ed9-41e9-8e28-ec7ce098cc56	f92717327e20661b488f6bebe7463e7dfa7490be	2106	1691.90525	3.4265	2573	True	0.20975	2573	3.21675	2573	1944	12.138	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_937_ch_1810_strand.fast5	21305cd9-6f2a-44f5-84cf-122689cfb26f	f92717327e20661b488f6bebe7463e7dfa7490be	1810	1706.618	2.37775	1791	True	0.139	1791	2.23875	1791	1385	10.541	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1183_ch_1451_strand.fast5	769af60c-347a-465e-8945-a81c7e2d74b0	f92717327e20661b488f6bebe7463e7dfa7490be	1451	1743.76175	23.18475	18531	True	0.02	18531	23.16475	18531	13391	12.989	-0.0002
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_678_ch_895_strand.fast5	979d0668-efa5-4b41-a0fc-6b76bd43cf4a	f92717327e20661b488f6bebe7463e7dfa7490be	895	1705.12025	2.247	1724	True	0.091	1724	2.156	1724	1247	10.817	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1269_ch_2469_strand.fast5	a1a6a8ae-bd48-4d02-a3c6-72a750bd67e4	f92717327e20661b488f6bebe7463e7dfa7490be	2469	1700.0235	1.778	1324	True	0.1225	1324	1.6555	1324	981	11.227	-0.0009
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_755_ch_2443_strand.fast5	c06ef0cb-6b02-4c4c-8149-095e60a94711	f92717327e20661b488f6bebe7463e7dfa7490be	2443	1699.1845	4.0255	2973	True	0.30925	2973	3.71625	2973	2214	12.567	-0.0004
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1122_ch_302_strand.fast5	c8cb4839-24dc-47cd-aedf-70a36949b3b2	f92717327e20661b488f6bebe7463e7dfa7490be	302	1735.09975	21.09825	16878	True	0.0	16878	21.09825	16878	3002	7.3	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_2114_ch_1103_strand.fast5	cc1a6075-f605-460d-8692-62e01e5fad65	f92717327e20661b488f6bebe7463e7dfa7490be	1103	1751.80925	2.89875	2286	False	0.04125	2286	2.8575	2286	445	5.218	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_861_ch_1312_strand.fast5	d1b487b0-b6c9-4c08-9cbc-9cf1e8467811	f92717327e20661b488f6bebe7463e7dfa7490be	1312	1730.966	3.388	2690	True	0.0245	2690	3.3635	2690	1966	9.713	-0.0008
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_854_ch_909_strand.fast5	ebfb01a0-566c-4523-8610-cb18e7c94bd5	f92717327e20661b488f6bebe7463e7dfa7490be	909	1693.09575	1.24275	950	True	0.055	950	1.18775	950	735	11.026	-0.001
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_3226_ch_2320_strand.fast5	f1185cf6-6915-4cf3-aa31-b195a8616af5	f92717327e20661b488f6bebe7463e7dfa7490be	2320	1760.82675	11.19925	8917	True	0.052	8917	11.14725	8917	6686	10.238	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1273_ch_2469_strand.fast5	f7f4ae45-4ede-4729-af19-7d42ce5c3c80	f92717327e20661b488f6bebe7463e7dfa7490be	2469	1710.93775	5.87775	4669	True	0.04125	4669	5.8365	4669	3466	12.941	-0.0006
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1027_ch_2934_strand.fast5	0bd2ba36-92a6-4081-aa33-13ed0e59a51a	f92717327e20661b488f6bebe7463e7dfa7490be	2934	1724.46325	13.4875	10790	True	0.0	10790	13.4875	10790	2776	10.93	-0.0005
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_623_ch_1084_strand.fast5	0caac6b0-a71c-4000-991f-e7a323508e6b	f92717327e20661b488f6bebe7463e7dfa7490be	1084	1742.268	1.2165	973	True	0.0	973	1.2165	973	750	12.094	-0.0029
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_1120_ch_307_strand.fast5	108b17e2-61e6-45f0-ad59-c541bcb408fe	f92717327e20661b488f6bebe7463e7dfa7490be	307	1707.0065	17.9055	14221	True	0.12825	14221	17.77725	14221	10296	13.124	-0.0003
p_101_20171013_0004A30B001B26CE_PH_p_101_0_sequencing_run_d6869_67207_read_848_ch_1797_strand.fast5	10d448b8-36ef-4acf-a8ad-d829a4f3427a	f92717327e20661b488f6bebe7463e7dfa7490be	1797	1757.29525	1.33825	1032	True	0.04775	1032	1.2905	1032	706	11.107	-0.0021
